timestamp,datetime_utc,longUsd,shortUsd,totalUsd
1772713800000,2026-03-05T12:30:00.000Z,523.02954,91848.39544,92371.42498
1772715600000,2026-03-05T13:00:00.000Z,1107369.81685,17944.45127,1125314.2681200001
1772717400000,2026-03-05T13:30:00.000Z,939373.11983,431852.36058,1371225.4804099998
1772719200000,2026-03-05T14:00:00.000Z,103991.0202,80019.2605,184010.2807
1772721000000,2026-03-05T14:30:00.000Z,1479977.74254,2925450.07509,4405427.81763
1772722800000,2026-03-05T15:00:00.000Z,7193598.37032,23628.9763,7217227.34662
1772724600000,2026-03-05T15:30:00.000Z,1265028.692,601913.99446,1866942.68646
1772726400000,2026-03-05T16:00:00.000Z,4568270.20264,61591.0194,4629861.222039999
1772728200000,2026-03-05T16:30:00.000Z,35728.5424,1425399.43136,1461127.97376
1772730000000,2026-03-05T17:00:00.000Z,2313562.35715,8499.3742,2322061.73135
1772731800000,2026-03-05T17:30:00.000Z,2720645.53308,31251.1145,2751896.64758
1772733600000,2026-03-05T18:00:00.000Z,8845.546,57019.95076,65865.49676
1772735400000,2026-03-05T18:30:00.000Z,59045.07418,124019.52967,183064.60385
1772737200000,2026-03-05T19:00:00.000Z,9876.2335,673758.36026,683634.59376
1772739000000,2026-03-05T19:30:00.000Z,162628.7951,13332.4127,175961.20779999997
1772740800000,2026-03-05T20:00:00.000Z,10222.9883,230400.35707,240623.34537
1772742600000,2026-03-05T20:30:00.000Z,21763.7432,13954.64757,35718.39077
1772744400000,2026-03-05T21:00:00.000Z,20703.8202,120265.91819,140969.73838999998
1772746200000,2026-03-05T21:30:00.000Z,298936.08645,224282.27568,523218.36213
1772748000000,2026-03-05T22:00:00.000Z,1564.2438,62812.1587,64376.4025
1772749800000,2026-03-05T22:30:00.000Z,5689.28,4133.48,9822.759999999998
1772751600000,2026-03-05T23:00:00.000Z,921.321,71.464,992.7850000000001
1772753400000,2026-03-05T23:30:00.000Z,984516.74447,0,984516.74447
1772755200000,2026-03-06T00:00:00.000Z,1622.4959,23696.6003,25319.0962
1772757000000,2026-03-06T00:30:00.000Z,150959.77653,0,150959.77653
1772758800000,2026-03-06T01:00:00.000Z,3563392.04179,3967.9776,3567360.01939
1772760600000,2026-03-06T01:30:00.000Z,467.01732,422058.24007,422525.25739
1772762400000,2026-03-06T02:00:00.000Z,55844.9309,276858.04978,332702.98068
